Tweet ID,Country,Date,Tweet,Definitely English,Ambiguous,Definitely Not English,Code-Switched,Ambiguous due to Named Entities,Automatically Generated Tweets
288196382832074000,MY,07/01/2013,Fifi gatal! Takk abes2 nk double meaning. Iyewwww.,0,1,0,1,0,0
288412229760598000,US,07/01/2013,And my grades are top notch 🎀,1,0,0,0,0,0
288413714514845000,MX,07/01/2013,"Mejor no le digo nada, si lo hago voy a parecer su mamá e igual no me hara casó.",0,0,1,0,0,0
288415723867488000,CA,07/01/2013,@KishwerM priceless!! god bless!!!,1,0,0,0,0,0
288472988402196000,US,08/01/2013,Yeah fuck saqouit fans i aint scared,1,0,0,0,0,0
288517938825265000,ID,08/01/2013,9,0,1,0,0,0,0
288535076873048000,US,08/01/2013,@Abood_566 الله يلعنك انت و افلامك يا عبيد ☺ اي والله قران و مافي نوم ☺,0,0,1,0,0,0
288591641168736000,ID,08/01/2013,8 menit lagii..mari menutup CCOS...yupppiii..*peluktas,0,0,1,0,0,0
288683878275764000,BR,08/01/2013,@victorcarbono_ nossa muito duas garrafas de vodka pura uma agnt teve que da pro policial a outra ja tava vazia hauhauahua,0,0,1,0,0,0
288724374163431000,FR,08/01/2013,@Ptaky Mdrr t'es sur ? Demandons a @AhmedElManifico stp haha,0,0,1,0,0,0
288787531921752000,NL,08/01/2013,@fabianaax wie ben jij?,0,0,1,0,0,0
288793823558127000,MX,08/01/2013,El nuevo comercial de suerox es una mamada. jajajaja,0,0,1,0,0,0
288799301323329000,US,09/01/2013,@geegrapes It's all about being real and true to yourself. The opposite of real is fake.,1,0,0,0,0,0
288813813384503000,ES,09/01/2013,BN!! Mñn toca dia agetreao pufff!!,0,0,1,0,0,0
288980705009078000,BR,09/01/2013,@ddtugavato kkkkkkkkkkkk q isso o.O,0,0,1,0,0,0
289042889483374000,CL,09/01/2013,RT @KaroliyaAmeOub @CataDeLina se los pegare en tu nombre en cualquier momento xD// Me parece perfectooooo xD jajajaj,0,0,1,0,0,0
289128558104817000,MY,09/01/2013,Whistle baby,1,0,0,0,0,0
289137651527872000,US,09/01/2013,1999 Joos DLP-115 Through-Feed Hot Veneer Press Please feel free to make an offer! All offers will be considered... http://t.co/fMFp7hDB,1,0,0,0,0,0
289146933409378000,BR,09/01/2013,"@robsdlp nao vida, to pelo  ela..",0,0,1,0,0,0
289156458958954000,BR,09/01/2013,Isso mesmo kkkkkk,0,0,1,0,0,0
289206446434942000,MX,10/01/2013,Muy descontrolado sale Rolando Valdez #YaquisVsAlgodoneros,0,0,1,0,0,0
289278219516014000,US,10/01/2013,@Maalaak_q8_ ووين ماطقها عويا -__-,0,0,1,0,0,0
289337770244182000,ID,10/01/2013,Mampet hidung gw...,0,0,1,0,0,0
289372180314198000,MY,10/01/2013,"Seriously, I feel Betrayed",1,0,0,0,0,0
289401913571688000,GB,10/01/2013,@Colemaan @christinafisher yes and yes ;),1,0,0,0,0,0
289430250310488000,US,10/01/2013,@BigJoe2323 I plugged it in the computer so no,1,0,0,0,0,0
289434503309557000,US,10/01/2013,Straight ignore.,1,0,0,0,0,0
289443055742877000,US,10/01/2013,Y para acabarla habla súper lento mi compadre ....,0,0,1,0,0,0
289545287545020000,US,11/01/2013,"\@FucKUPayyMee: Lawwdd it feel like somebody just punchin me in my cat. Lmaoo.\"" see nasty asz""",1,0,0,0,0,0
289555114644082000,US,11/01/2013,@SammiMazzella don't text @katelindallegro it will save u from a headache #jkjkjk #loveyakate,1,0,0,0,0,0
289612153143586000,US,11/01/2013,@Ambitious_R_Us you good wyd?,1,0,0,0,0,0
289790306382147000,US,11/01/2013,@Orange_Fanatic4 rd cuzz,1,0,0,0,0,0
289804554265047000,NL,11/01/2013,wrm my avond  ga iemand anders avond verepesten,0,0,1,0,0,0
289811231638966000,RS,11/01/2013,@biebsjan0skians o.O Mockingjay. Sjaj Slobode on serbian.,1,0,0,0,0,0
289853661117562000,US,11/01/2013,@ronald_to_swoll lmfaooo that's a girl store,1,0,0,0,0,0
289866294445080000,BR,11/01/2013,@t_bouvier muito bom flamengo sim,0,0,1,0,0,0
289908229125857000,US,12/01/2013,My ears once again hurt so much,1,0,0,0,0,0
289911991559155000,BR,12/01/2013,Ishih! Gabi + Paula = a confusão... Gabi + Paula + Brenda = corre negada,0,0,1,0,0,0
289999597890318000,MY,12/01/2013,Instagram-ing laa pulakk . :-),0,0,1,0,0,0
290052131266895000,TR,12/01/2013,@bayaniglesias tamamdir kankiii :D,0,0,1,0,0,0
290057970019082000,RU,12/01/2013,@senumt evet günün haberi :),0,0,1,0,0,0
290209090532151000,RU,12/01/2013,"Какая разница, что твориться у меня внутри? Главное выгляжу я отлично, а остальное - не имеет значения.",0,0,1,0,0,0
290221321328140000,GB,12/01/2013,Rylan... love you @bbuk  xx,0,1,0,0,0,0
290245551948169000,GB,12/01/2013,Safe to say I teared up more than I do in the average year in one night at Les Mis #musicgotmegoing #noshame,1,0,0,0,0,0
290279697508610000,MY,13/01/2013,"Jinki, do you know that she has passed on?",1,0,0,0,0,0
290341060100648000,ID,13/01/2013,"Maaf sayangg aku ga brmaksud menigakan dikau RT @lucianatherecia: Tuh kan ak disingkirkan gr\ orng ketiga  RT @dhina_dhindil: @anggitia_tia""",0,0,1,0,0,0
290443548040519000,JP,13/01/2013,"なにこれ\n　　　 ／⌒ヽ\n　　 ／　　　＼\n　　/　　　 丶 ＼\n　 (/　　　　丶　)\n　 /　　　　　丶\\n　f　　　　　　i\n　| ●　　●　　 |\n　|　　一　　　|\n　ヽ＿＿ 　 　ノ\n　 丿ﾉ ﾉ丁丁￣l＼\n　く(_(_(＿L＿)ノ""",0,0,1,0,0,0
290474212597063000,ID,13/01/2013,"@imoeddah miss u yankk :* smoga terlaksana yee, aamien http://t.co/KycLBEw5",0,0,1,0,0,0
290559042361896000,GB,13/01/2013,@Lord_Sugar Stabilisers !,1,0,0,0,0,0
290575014481235000,US,13/01/2013,Up 🏃,1,0,0,0,0,0
290581544727359000,NL,13/01/2013,Ff een paar bladzijden lezen dan hopen de ik slaperig en mijn oogjes dicht vallen,0,0,1,0,0,0
290582476085133000,NL,13/01/2013,Zo maar slapen (:,0,0,1,0,0,0
290633847740186000,US,14/01/2013,Damn your ex is a cry baby. He dont wanna talk to me.,1,0,0,0,0,0
290655544874778000,US,14/01/2013,@AndyMolitor4 she will be devastated!,1,0,0,0,0,0
290663568603484000,BR,14/01/2013,@oi_biagomes obrigada linda!! ❤,0,0,1,0,0,0
290665397542322000,BR,14/01/2013,"@sweetnnessa osheee so se for agora, nele? Tuuuudo kkkkkkk",0,0,1,0,0,0
290837775006171000,BR,14/01/2013,I'm at Forquilhinha http://t.co/VX8gjg4o,1,0,0,0,0,1
290841155606806000,GB,14/01/2013,"@LukeMalvern ahwwww Lukey, your profile picture is so adorable!",1,0,0,0,0,0
290891340303187000,ES,14/01/2013,Después de correr con @chay_18dp @Jmmacoco @jose_21ra una buena merienda para coger fuerzas jaja,0,0,1,0,0,0
290946147235819000,CL,14/01/2013,@Pauladominguez como va el embarazo? En que semana estas??,0,0,1,0,0,0
290991135608958000,JP,15/01/2013,iPhoneのケーブルかいにきたついでにカフェオレテイクアウトおおおお (@ カフェ・ベローチェ 鶴見店) http://t.co/IJvwc7Qh,0,0,1,0,0,0
291036266231902000,US,15/01/2013,@MarcyD13 @datdudebp4 @adeangelo13 mandarin buffet?,1,0,0,0,0,0
291146945412608000,JP,15/01/2013,@ksmt_ktうちの方が絶対早かったなwww,0,0,1,0,0,0
291188146245357000,US,15/01/2013,My baby Is completely frozen no way I can drive this shit no time soon http://t.co/5fB1vytx,1,0,0,0,0,0
291219372830232000,NL,15/01/2013,Jaja een spoedje Apeldoor. Beetje druk (@ A1) [pic]: http://t.co/a5dzjoiJ,0,0,1,0,0,0
291287463241064000,FR,15/01/2013,Cest un monde de merde,0,0,1,0,0,0
291293939246436000,FR,15/01/2013,@YaaasmineM waouuuuuu super --',0,0,1,0,0,0
291323915832274000,BR,15/01/2013,Pequena no tamanho e cada vez maior nas suas conquistas. Só orgulho!! Aguarde sabado a comemoração será ao nosso estilo hahaha @_luanabilro,0,0,1,0,0,0
291402995080523000,US,16/01/2013,@Marc_Anthony_18 @nallelyy_j Well instead of scaring her you scared me,1,0,0,0,0,0
291413199692132000,US,16/01/2013,Everything I don't want to happen is happening. Smh I hate my life right now .!😔,1,0,0,0,0,0
291421357613404000,MX,16/01/2013,Y tu el aire que me levanta que me da fuerza para este amor #TuAmorMeHaceTantoBien..,0,0,1,0,0,0
291589994135568000,IT,16/01/2013,Linea giovane per la Juve. E' fatta per la stella del Sassuolo http://t.co/r3ZBGlB9 #calciomercato #juve,0,0,1,0,0,0
291653592354541000,JP,16/01/2013,@Laetitia_MAX ランファ！,0,0,1,0,0,0
291675016586735000,CA,16/01/2013,"HOW THE FUCK DOES LIAM PAYNE TWEET \Dark\"" AND GET 34,9K RETWEETS AND 24,K FAVORITES WAT""",1,0,0,0,0,0
291689101281857000,US,16/01/2013,Flip Phone Shawty!!,1,0,0,0,0,0
291695539513352000,CA,16/01/2013,Its funny because in every situation we go threw your aloud to tell ur best friend but I can't. #toobad #goingtoanyways,1,0,0,0,0,0
291770453788352000,US,17/01/2013,"I am not a godly person, or a religious one for that matter. Mostly because I'm logical and I grew out of pretending. Just sayin.",1,0,0,0,0,0
291833162856792000,US,17/01/2013,Happy birthday to a handsome guy name @Oscar_swagg_  xp,1,0,0,0,0,0
291965141103296000,US,17/01/2013,@xXBRANdoN_DXx @17LAZAROW17 :'( WHAT!,1,0,0,0,0,0
291965279481778000,ES,17/01/2013,"Gent en menos personalitat que..ay no,que tu eres el exemple",0,0,1,0,0,0
291975072980299000,US,17/01/2013,Ughh @HeavyHitterz91 needs to hurry the hell up and get outta work!!,1,0,0,0,0,0
291985818694864000,CL,17/01/2013,"#cancionesquesonperfectas http://t.co/FbAcFuMj uno de mis temas favoritos de Placebo, no podria ser mejor este tema, la letra lo dice todo.",0,0,1,0,0,0
292002864409243000,ES,17/01/2013,Ufff que mal lo he paasado. #Muyfuertetodo,0,0,1,0,0,0
292100520456359000,US,18/01/2013,@SheeRatchettt Amen,0,1,0,0,0,0
292103939044827000,US,18/01/2013,"@ChineseJasminee okay good ! Please come ! And no. I don't talk to her nor joselin . Yes ! Saturday, Sunday, Monday &amp; Tuesday ! (x",1,0,0,0,0,0
292105390039121000,GB,18/01/2013,@parcel2go_Help sadly this BOSE DOCKING STATION has not arrived and I am most annoyed. I want this item replaced asap. http://t.co/oo8bbBcp,1,0,0,0,0,0
292149480554393000,US,18/01/2013,Catfish need some hood ppl though... That would be funny,1,0,0,0,0,0
292190828217118000,US,18/01/2013,Finally bedtime. Goood freaking niighhtt!,1,0,0,0,0,0
292203654428123000,NL,18/01/2013,@EdDJGex i did the bpm because i mix quickly so i can pitch them up for quick inmixing,1,0,0,0,0,0
292322407551729000,GB,18/01/2013,"Aww, how cute is that - you can text every other fucker in this world but not me #Shocking",1,0,0,0,0,0
292344805026050000,RU,18/01/2013,Я читаю только Бэна !yaoming!,0,0,1,0,0,0
292499746919182000,US,19/01/2013,@caseee_lynns12  madden!!!!!!! N,0,1,0,0,1,0
292558655755272000,ID,19/01/2013,@rerenvino nama ku nurul lain idih-_-:p,0,0,1,0,0,0
292570496283856000,CA,19/01/2013,@kristacipriani sleep is for the weak / week,1,0,0,0,0,0
292625685166555000,ID,19/01/2013,"Minta sampai angka habis :p\@yudhigugum: (۳ ˚Д˚)۳ minta lo berapaaaa\""@NovfiskAbcd: Dikit amat -_- \""@yudhigugum:""",0,0,1,0,0,0
292655015997341000,US,19/01/2013,Escuchar el repique que toca el boli se me eriza la piel,0,0,1,0,0,0
292661726577561000,BR,19/01/2013,"@juliasalves nem sou mesmo, devo te dreads",0,0,1,0,0,0
292677841064165000,ID,19/01/2013,@algifary21 yang sabar boy...smoga banjir nya cpt surut ya...mobil gw jg masih kejebak di PLO dari tnggal 15...,0,0,1,0,0,0
292739527003480000,BR,19/01/2013,"To mal, preocupado, com raiva, triste...",0,0,1,0,0,0
292837572831477000,US,20/01/2013,I wish you would just text me this once.,1,0,0,0,0,0
292862705113628000,BR,20/01/2013,"@Bigetao era p falar no chat hahhah deixa então...boa noite,te amo...sleep tight",0,1,0,1,0,0
292893327907495000,BR,20/01/2013,Nooooooossa!!! A garota acabou de lamber dentro da minha orelha!!!,0,0,1,0,0,0
292921790236348000,US,20/01/2013,Im tha only one up in my house... WHY ?,1,0,0,0,0,0
292984591717916000,MY,20/01/2013,"Bought Al Fakher Orange , Grape and Vanilla. Its gonna be Vanilla Twilight.",1,0,0,0,0,0
293061926425067000,ID,20/01/2013,Males hehe :D,1,0,0,0,0,0
293133514717675000,GB,20/01/2013,just set my alarm for the first time in weeks #morningstruggle ⏰,1,0,0,0,0,0
293136098132115000,CL,20/01/2013,y empezaron los tacos,0,0,1,0,0,0
293170059466133000,MX,21/01/2013,Explorando nuevos rincones 🍷🍕🍴😋 (with Rosalía at Florentina Pizza) [pic] — http://t.co/TmTetXYx,0,0,1,0,0,0
293191827941642000,CA,21/01/2013,Luooooo,0,1,0,0,1,0
293249197942128000,US,21/01/2013,Baltimore is going CRAZY ! The celebration has just begun 😘😘😘,1,0,0,0,0,0
293274837479206000,US,21/01/2013,i got my days &amp; nights mixed up like ima newborn or sum sht .,1,0,0,0,0,0
293326591050780000,MY,21/01/2013,Bugis like got a lot of nice clothes ah,1,0,0,0,0,0
293335134835441000,MY,21/01/2013,@zBiis what happened !?,1,0,0,0,0,0
293411722742607000,US,21/01/2013,I love Beyonce eyebrows.,1,0,0,0,0,0
293450339900858000,MX,21/01/2013,"Tu, yo.. Jugando xbox, piensalo.",0,0,1,0,0,0
293509122995924000,IT,22/01/2013,"Ya instalado, mañana al Vaticano! (@ 1909 Bed &amp; Breakfast) http://t.co/a3eUhfIR",0,0,1,0,0,0
293542132055154000,US,22/01/2013,@skatherine16 its okay &lt;3,1,0,0,0,0,0
293749787986108000,MY,22/01/2013,@Shannlzx ahem...,0,1,0,0,0,0
293778346964312000,SE,22/01/2013,@JoelIvarsson bra initiativ!,0,0,1,0,0,0
293815680430657000,IT,22/01/2013,@xchiar5 no giuro. Non ci capisco più niente! Ahahah magari non è nemmeno russo ..,0,0,1,0,0,0
293840195969748000,ES,22/01/2013,Ufff tenia que acabar mal el dia...,0,0,1,0,0,0
293847896816771000,ES,22/01/2013,@Gemiitaa1 jajajjajjajj me meeooo coon @Noelianvas jajjajajjaja #queartetienes,0,0,1,0,0,0
293866716864319000,US,22/01/2013,@pinchedandan I'm calling u a bitch dummy,1,0,0,0,0,0
293874908251955000,US,23/01/2013,@Broph67749 why was I the last to know.... Haha,1,0,0,0,0,0
294077807657619000,JP,23/01/2013,@fmsk26 うそー全然気づかなかった(笑)明日からもー頑張ろー♪,0,0,1,0,0,0
294106488207708000,GB,23/01/2013,@BamBamBeast @NeilChallis not the 3rd ;-),1,0,0,0,0,0
294139258304880000,US,23/01/2013,I'm bout to diiiiive in @ Nana's Diner http://t.co/PzEFbOEN,1,0,0,0,0,0
294163258158510000,US,23/01/2013,Dear @BMS_Nard is by far the best bit on the @BMS_OnTheAir. #killinit,1,0,0,0,0,0
294174331028770000,US,23/01/2013,@chachigonzales good afternoon and Happy Birthdayyyyyyyyyy *Turns on music* Time to partyyyyy,1,0,0,0,0,0
294180052097196000,CA,23/01/2013,After these exams I'm definitly gonna have to get together with friends #whatmakesthedaybetter,1,0,0,0,0,0
294215385044111000,US,23/01/2013,Ahh,0,1,0,0,0,0
294250000421113000,BR,24/01/2013,Vovozinha sua linda *----* http://t.co/RVWm594Q,0,0,1,0,0,0
294269214611632000,BR,24/01/2013,O.o,0,1,0,0,0,0
294301498437935000,US,24/01/2013,Dense Fog Advisory issued January 23 at 10:27PM CST until January 24 at 9:00AM CST by NWS Lake Charles http://t.co/1RbQFvzr,1,0,0,0,0,1
294313657574252000,US,24/01/2013,@WOLFwinningWOLF alottttttttt,1,0,0,0,0,0
294331768427917000,US,24/01/2013,Everything makes more sense on a legal pad.,1,0,0,0,0,0
294338299055706000,CL,24/01/2013,@UlloaSalgado buuuu entonce pa que me invitai?,0,0,1,0,0,0
294435183468351000,ID,24/01/2013,"I didn't stop loving you, I just stopped showing it. (Inspired by @echiprutt wakakak)",1,0,0,0,0,0
294569875047866000,US,24/01/2013,Time to do work &gt;&gt;&gt;&gt;&gt;,1,0,0,0,0,0
294636124050182000,ID,25/01/2013,"Jgn lpa bli mujair dgn ayam daging pa qt pe papa RT @molompar: morningg.. Hari jumat, berarti ada dahsyatnya #PasarMolompar hahaha :D",0,0,1,0,0,0
294642256114241000,US,25/01/2013,@SteveMugga omggggg,0,1,0,0,0,0
294794954117627000,ID,25/01/2013,"thxyuuu jepa;;) \@zevansca: Oke syg pasti;;) (˘ʃƪ˘) \""@rindySW: @zevansca yaa gpp jepa, doain cepet taken yaaa;;)\""\""""",0,0,1,0,0,0
294801010562564000,US,25/01/2013,😷😷😷 “@ForTheFame_: How some of you gays take pics wit y'all fingers in y'all asses &amp; then post them on the Internet is beyond me.”,1,0,0,0,0,0
294812993705877000,GB,25/01/2013,After all the dancehall artists I still get mad ova Busy Signal!,1,0,0,0,0,0
294822585982652000,US,25/01/2013,No no. I don't wanna get out of bed. /: gonna be a long dayy,1,0,0,0,0,0
294823131246374000,US,25/01/2013,@Dan_Reader I chose @DRTammunition Its safe enough to do a mag dump at contact distance on steel &amp; has impressive effects on soft tissue.,1,0,0,0,0,0
294877120256167000,US,25/01/2013,#WaysToGetSlapped fuckin with my nigga,1,0,0,0,0,0
295010075599310000,GB,26/01/2013,We rang 999 and they told us to go away? Rude that,1,0,0,0,0,0
295043348929077000,US,26/01/2013,I just wanna sleep all day tomorrow!,1,0,0,0,0,0
295194931373432000,US,26/01/2013,@Elijah_Wayne wyd silly ass?,1,0,0,0,0,0
295208789085413000,BR,26/01/2013,fiquei tanto tempo mexendo carne moída que acho que meu braço vai cair,0,0,1,0,0,0
295242742194372000,US,26/01/2013,#LiftedJeeps &lt;3,1,0,0,0,0,0
295270525163421000,MX,26/01/2013,@AmVolunteer porque!!!!?,0,0,1,0,0,0
295295078509969000,BR,26/01/2013,@swiftdrauhl sumiu sim ):,0,0,1,0,0,0
295295086948921000,US,26/01/2013,@kyletheecreator -.-,0,1,0,0,0,0
295390591125176000,US,27/01/2013,@lizzz_96 sí verdad como estas ??,0,0,1,0,0,0
295397948085383000,US,27/01/2013,Its not even like she tryin tk hide I see ur name,1,0,0,0,0,0
295494857517043000,BY,27/01/2013,"есть миллионы шансов, что скоро будет все сбываться",0,0,1,0,0,0
295495578996072000,GB,27/01/2013,Come on Andyyyyyy #AusOpen,1,0,0,0,0,0
295511445926461000,IE,27/01/2013,@Ciaraannbarry hha where did ya meet this gay fella :),1,0,0,0,0,0
295614571140489000,FR,27/01/2013,Les garçons qui font de la guitare &gt;&gt;&gt;&gt; *.*,0,0,1,0,0,0
295626814594875000,US,27/01/2013,You never miss something til'ours gone,1,0,0,0,0,0
295678391976353000,US,27/01/2013,@JLIsley well two of my friends are on the way right now. So that's random again u picked Dallas. Lol. So now u gotta drive us.,1,0,0,0,0,0
295690949420544000,TR,28/01/2013,@fthylmz0 ooo fatih beg,0,0,1,0,0,0
295692585354272000,GB,28/01/2013,But I love @AshleyKirwanMBE more. Better than David at footy too,1,0,0,0,0,0
295729914617946000,CL,28/01/2013,"Minas resentidas hay miles... Chicas, quieranse please!!!!!!  si te dejaron es por algo, si no t quieren es por algo... Atinennnnn !!!!",0,0,1,0,0,0
295799787717021000,BR,28/01/2013,cheguei cedinho do cfolia,0,0,1,0,0,0
295865977990680000,ID,28/01/2013,Ayo sembuuh,0,0,1,0,0,0
295914971416629000,BR,28/01/2013,Era Deus caminhando o tempo todo com você.,0,0,1,0,0,0
295998459360714000,US,28/01/2013,Today I tripped and I'm 100% sure a fuck ton of people driving on Johnston saw it. My day&lt;&lt;&lt;,1,0,0,0,0,0
296030885126483000,US,28/01/2013,@Yunq_Thuqqin ohh,0,1,0,0,0,0
296054222259105000,TR,29/01/2013,@heylul sen bana aşık olunca devreleri fena yakmışsın diyeydin. Yazık la bebeye,0,0,1,0,0,0
296073075701731000,US,29/01/2013,"Can’t tell when it’s for real, or if it’s only for the chase",1,0,0,0,0,0
296136602701414000,US,29/01/2013,@BisforBooYah showin no mercy!,1,0,0,0,0,0
296145159123529000,ID,29/01/2013,"RT @yovinanaa: Ngomongin jerawat lu -_- aishhh\@Alin_adia: Ngmngn apaan sih :s RT @yovinanaa: Emgnya malam minggu miko :p""",0,0,1,0,0,0
296272162694787000,ES,29/01/2013,“@inakicanovas55: @the_neter_  deu ni do nen!! Vas fort”. Si volem baixar dels 60' als bombers és el que toca...;),0,0,1,0,0,0
296309701686210000,US,29/01/2013,@KREAYSHAWN you have the most perf voice ever,1,0,0,0,0,0
296323001648033000,US,29/01/2013,@BrittneyHolley dork,1,0,0,0,0,0
296392832804089000,US,29/01/2013,All day I thought it was weird Wednesday. #letdown,1,0,0,0,0,0
296408536253087000,US,30/01/2013,Lets go flyers!! C'mon baby!,1,0,0,0,0,0
296435392306102000,BR,30/01/2013,@_camilati vou e vc cá?,0,0,1,0,0,0
296449909085847000,US,30/01/2013,"@kahnman1500 not even cool, he's seriously hurt",1,0,0,0,0,0
296458352219803000,US,30/01/2013,@lexxii274 slette,0,0,1,0,0,0
